eNodeB Name,4G Payload (GB) [sum],DL PRB Usage(%) [mean],Average Users [sum],eNodeB Name [list],eNodeB Name [count],eNodeB Name [nunique],Cell Name [list],Cell Name [count],Cell Name [nunique]
159_0LT001,2296.7756,48.469185,6201.564,['159_0LT001'],240,1,"['A1OVQB1' 'A1OVQD1' 'A1OVQB2' 'A1OVQD2' 'A1OVQB3' 'A1OVQD3' 'A1OVQB4'
 'A1OVQD4' 'A1OVQB5' 'A1OVQD5']",240,10
159_1LT001,2159.565,51.28284,5190.687,['159_1LT001'],216,1,"['OL13GA1' 'OL13GB1' 'OL13GC1' 'OL13GA2' 'OL13GB2' 'OL13GC2' 'OL13GA3'
 'OL13GB3' 'OL13GC3']",216,9
159_2LT001,961.7103,50.545963,2428.756,['159_2LT001'],96,1,['OQP9GB1' 'OQP9GD1' 'OQP9GB2' 'OQP9GD2'],96,4
159_3LT001,2068.2979,49.747757,5483.7505,['159_3LT001'],216,1,"['PV9LGA1' 'PV9LGB1' 'PV9LGD1' 'PV9LGA2' 'PV9LGB2' 'PV9LGD2' 'PV9LGA3'
 'PV9LGB3' 'PV9LGD3']",216,9
159_4LT001,2073.522,50.66358,5474.5503,['159_4LT001'],216,1,"['3QL1AA1' '3QL1AB1' '3QL1AC1' '3QL1AA2' '3QL1AB2' '3QL1AC2' '3QL1AA3'
 '3QL1AB3' '3QL1AC3']",216,9
159_5LT001,2225.8445,50.509476,5221.07,['159_5LT001'],216,1,"['V1P3OA1' 'V1P3OB1' 'V1P3OC1' 'V1P3OA2' 'V1P3OB2' 'V1P3OC2' 'V1P3OA3'
 'V1P3OB3' 'V1P3OC3']",216,9
160_0LT001,2263.2722,47.21432,4953.1943,['160_0LT001'],216,1,"['1OVPQA1' '1OVPQB1' '1OVPQC1' '1OVPQA2' '1OVPQB2' '1OVPQC2' '1OVPQA3'
 '1OVPQB3' '1OVPQC3']",216,9
160_1LT001,490.529,53.722225,1074.1056,['160_1LT001'],48,1,['39A1PB1' '39A1PB2'],48,2
160_2LT001,2112.306,49.83417,5691.1143,['160_2LT001'],216,1,"['PO1QAA1' 'PO1QAB1' 'PO1QAC1' 'PO1QAA2' 'PO1QAB2' 'PO1QAC2' 'PO1QAA3'
 'PO1QAB3' 'PO1QAC3']",216,9
160_3LT001,518.96844,57.065784,1216.9783,['160_3LT001'],48,1,['PG1OLB1' 'PG1OLB2'],48,2
161_0LT001,1402.0409,51.74191,3815.231,['161_0LT001'],144,1,['OAQVGA1' 'OAQVGB1' 'OAQVGA2' 'OAQVGB2' 'OAQVGA3' 'OAQVGB3'],144,6
161_1LT001,2089.9033,51.964493,5523.5444,['161_1LT001'],216,1,"['1O3ALA1' '1O3ALB1' '1O3ALC1' '1O3ALA2' '1O3ALB2' '1O3ALC2' '1O3ALA3'
 '1O3ALB3' '1O3ALC3']",216,9
162_0LT001,2378.3882,50.390488,6325.4834,['162_0LT001'],240,1,"['LA1G9B1' 'LA1G9C1' 'LA1G9B2' 'LA1G9C2' 'LA1G9B3' 'LA1G9C3' 'LA1G9B4'
 'LA1G9C4' 'LA1G9B5' 'LA1G9C5']",240,10
162_1LT001,1016.2613,53.487747,2417.6912,['162_1LT001'],96,1,['O9A13B1' 'O9A13D1' 'O9A13B2' 'O9A13D2'],96,4
162_2LT001,1564.0741,48.50681,3330.0725,['162_2LT001'],144,1,['LOG19A1' 'LOG19B1' 'LOG19A2' 'LOG19B2' 'LOG19A3' 'LOG19B3'],144,6
162_3LT001,456.30356,51.449352,1120.1876,['162_3LT001'],48,1,['G139VB1' 'G139VB2'],48,2
163_0LT001,1528.7101,49.985813,3517.8323,['163_0LT001'],144,1,['1QGL3A1' '1QGL3B1' '1QGL3A2' '1QGL3B2' '1QGL3A3' '1QGL3B3'],144,6
163_1LT001,467.53473,56.928066,1082.695,['163_1LT001'],48,1,['P3OAQB1' 'P3OAQB2'],48,2
163_2LT001,2142.152,49.305508,5176.0947,['163_2LT001'],216,1,"['OGA31A1' 'OGA31B1' 'OGA31D1' 'OGA31A2' 'OGA31B2' 'OGA31D2' 'OGA31A3'
 'OGA31B3' 'OGA31D3']",216,9
164_0LT001,2521.919,53.840706,6170.454,['164_0LT001'],240,1,"['OGAVQB1' 'OGAVQD1' 'OGAVQB2' 'OGAVQD2' 'OGAVQB3' 'OGAVQD3' 'OGAVQB4'
 'OGAVQD4' 'OGAVQB5' 'OGAVQD5']",240,10
164_1LT001,2139.3665,48.54441,5566.4224,['164_1LT001'],216,1,"['9GLVPA1' '9GLVPB1' '9GLVPD1' '9GLVPA2' '9GLVPB2' '9GLVPD2' '9GLVPA3'
 '9GLVPB3' '9GLVPD3']",216,9
165_0LT001,1579.9396,48.896442,3759.8677,['165_0LT001'],144,1,['A3OV9A1' 'A3OV9B1' 'A3OV9A2' 'A3OV9B2' 'A3OV9A3' 'A3OV9B3'],144,6
165_1LT001,1211.8665,54.089222,2882.5684,['165_1LT001'],120,1,['PVL3OB1' 'PVL3OB2' 'PVL3OB3' 'PVL3OB4' 'PVL3OB5'],120,5
166_0LT001,1014.8918,50.67529,2219.5234,['166_0LT001'],96,1,['V1GLQB1' 'V1GLQD1' 'V1GLQB2' 'V1GLQD2'],96,4
166_1LT001,2227.3877,48.993565,5432.96,['166_1LT001'],216,1,"['L1A9OA1' 'L1A9OB1' 'L1A9OC1' 'L1A9OA2' 'L1A9OB2' 'L1A9OC2' 'L1A9OA3'
 'L1A9OB3' 'L1A9OC3']",216,9
166_2LT001,1510.5953,54.251312,3470.9036,['166_2LT001'],144,1,['91A3GA1' '91A3GB1' '91A3GA2' '91A3GB2' '91A3GA3' '91A3GB3'],144,6
166_3LT001,2086.5642,50.442886,5220.325,['166_3LT001'],216,1,"['3PALQA1' '3PALQB1' '3PALQD1' '3PALQA2' '3PALQB2' '3PALQD2' '3PALQA3'
 '3PALQB3' '3PALQD3']",216,9
167_0LT001,2074.5178,48.448006,5166.189,['167_0LT001'],216,1,"['L3OVPA1' 'L3OVPB1' 'L3OVPD1' 'L3OVPA2' 'L3OVPB2' 'L3OVPD2' 'L3OVPA3'
 'L3OVPB3' 'L3OVPD3']",216,9
167_1LT001,2127.1436,51.685673,5757.6934,['167_1LT001'],216,1,"['Q1OL9A1' 'Q1OL9B1' 'Q1OL9D1' 'Q1OL9A2' 'Q1OL9B2' 'Q1OL9D2' 'Q1OL9A3'
 'Q1OL9B3' 'Q1OL9D3']",216,9
167_2LT001,2228.2322,50.722313,5742.382,['167_2LT001'],216,1,"['PVG3AA1' 'PVG3AB1' 'PVG3AD1' 'PVG3AA2' 'PVG3AB2' 'PVG3AD2' 'PVG3AA3'
 'PVG3AB3' 'PVG3AD3']",216,9
168_0LT001,2089.2754,53.04101,5497.054,['168_0LT001'],216,1,"['LOGP9A1' 'LOGP9B1' 'LOGP9D1' 'LOGP9A2' 'LOGP9B2' 'LOGP9D2' 'LOGP9A3'
 'LOGP9B3' 'LOGP9D3']",216,9
168_1LT001,2233.561,51.730232,5184.261,['168_1LT001'],216,1,"['1LGVQA1' '1LGVQB1' '1LGVQC1' '1LGVQA2' '1LGVQB2' '1LGVQC2' '1LGVQA3'
 '1LGVQB3' '1LGVQC3']",216,9
168_2LT001,2216.2441,48.426365,5094.142,['168_2LT001'],216,1,"['3P9OAA1' '3P9OAB1' '3P9OAD1' '3P9OAA2' '3P9OAB2' '3P9OAD2' '3P9OAA3'
 '3P9OAB3' '3P9OAD3']",216,9
168_3LT001,2160.8804,52.07033,5724.6772,['168_3LT001'],216,1,"['VL39OA1' 'VL39OB1' 'VL39OD1' 'VL39OA2' 'VL39OB2' 'VL39OD2' 'VL39OA3'
 'VL39OB3' 'VL39OD3']",216,9
169_0LT001,2185.7717,52.36662,5351.324,['169_0LT001'],216,1,"['PL31AA1' 'PL31AB1' 'PL31AD1' 'PL31AA2' 'PL31AB2' 'PL31AD2' 'PL31AA3'
 'PL31AB3' 'PL31AD3']",216,9
169_1LT001,1475.473,49.80478,3568.065,['169_1LT001'],144,1,['9O3VQA1' '9O3VQB1' '9O3VQA2' '9O3VQB2' '9O3VQA3' '9O3VQB3'],144,6
170_0LT001,2218.4307,50.5199,5449.4863,['170_0LT001'],216,1,"['3PAV9A1' '3PAV9B1' '3PAV9D1' '3PAV9A2' '3PAV9B2' '3PAV9D2' '3PAV9A3'
 '3PAV9B3' '3PAV9D3']",216,9
170_1LT001,2137.5059,47.4368,5535.1245,['170_1LT001'],216,1,"['19PALA1' '19PALB1' '19PALC1' '19PALA2' '19PALB2' '19PALC2' '19PALA3'
 '19PALB3' '19PALC3']",216,9
170_2LT001,1017.91125,52.60666,2334.9514,['170_2LT001'],96,1,['A9LPVB1' 'A9LPVD1' 'A9LPVB2' 'A9LPVD2'],96,4
171_0LT001,2139.4646,47.88061,5536.7354,['171_0LT001'],216,1,"['VL3OAA1' 'VL3OAB1' 'VL3OAD1' 'VL3OAA2' 'VL3OAB2' 'VL3OAD2' 'VL3OAA3'
 'VL3OAB3' 'VL3OAD3']",216,9
171_1LT001,2169.8477,44.855133,5597.0586,['171_1LT001'],216,1,"['93GLPA1' '93GLPB1' '93GLPC1' '93GLPA2' '93GLPB2' '93GLPC2' '93GLPA3'
 '93GLPB3' '93GLPC3']",216,9
172_0LT001,2155.5842,50.734806,4788.226,['172_0LT001'],216,1,"['93VLQA1' '93VLQB1' '93VLQC1' '93VLQA2' '93VLQB2' '93VLQC2' '93VLQA3'
 '93VLQB3' '93VLQC3']",216,9
172_1LT001,2024.5281,51.323368,5553.5967,['172_1LT001'],216,1,"['V9LA1A1' 'V9LA1B1' 'V9LA1D1' 'V9LA1A2' 'V9LA1B2' 'V9LA1D2' 'V9LA1A3'
 'V9LA1B3' 'V9LA1D3']",216,9
173_0LT001,444.58997,49.06735,1312.9296,['173_0LT001'],48,1,['ALQ3GB1' 'ALQ3GB2'],48,2
173_1LT001,2172.424,51.399418,5421.085,['173_1LT001'],216,1,"['3PLOGA1' '3PLOGB1' '3PLOGC1' '3PLOGA2' '3PLOGB2' '3PLOGC2' '3PLOGA3'
 '3PLOGB3' '3PLOGC3']",216,9
173_2LT001,2283.4045,51.957596,5363.4336,['173_2LT001'],216,1,"['3OA9PA1' '3OA9PB1' '3OA9PD1' '3OA9PA2' '3OA9PB2' '3OA9PD2' '3OA9PA3'
 '3OA9PB3' '3OA9PD3']",216,9
174_0LT001,421.69897,46.669018,1402.1138,['174_0LT001'],48,1,['19OLVB1' '19OLVB2'],48,2
174_1LT001,2248.0425,48.174534,5447.091,['174_1LT001'],216,1,"['3VAO9A1' '3VAO9B1' '3VAO9D1' '3VAO9A2' '3VAO9B2' '3VAO9D2' '3VAO9A3'
 '3VAO9B3' '3VAO9D3']",216,9
175_0LT001,2240.5698,53.40632,5607.8267,['175_0LT001'],216,1,"['VP31AA1' 'VP31AB1' 'VP31AD1' 'VP31AA2' 'VP31AB2' 'VP31AD2' 'VP31AA3'
 'VP31AB3' 'VP31AD3']",216,9
175_1LT001,1488.3054,48.29163,3458.0527,['175_1LT001'],144,1,['GAL3OA1' 'GAL3OB1' 'GAL3OA2' 'GAL3OB2' 'GAL3OA3' 'GAL3OB3'],144,6
175_2LT001,2132.6396,47.855118,5156.838,['175_2LT001'],216,1,"['Q3L9AA1' 'Q3L9AB1' 'Q3L9AD1' 'Q3L9AA2' 'Q3L9AB2' 'Q3L9AD2' 'Q3L9AA3'
 'Q3L9AB3' 'Q3L9AD3']",216,9
176_0LT001,941.2192,56.504147,2557.2017,['176_0LT001'],96,1,['G1Q3VB1' 'G1Q3VD1' 'G1Q3VB2' 'G1Q3VD2'],96,4
176_1LT001,2246.7468,47.619366,5338.3003,['176_1LT001'],216,1,"['1L9PVA1' '1L9PVB1' '1L9PVD1' '1L9PVA2' '1L9PVB2' '1L9PVD2' '1L9PVA3'
 '1L9PVB3' '1L9PVD3']",216,9
177_0LT001,2129.349,46.769905,5687.1523,['177_0LT001'],216,1,"['QGLA1A1' 'QGLA1B1' 'QGLA1D1' 'QGLA1A2' 'QGLA1B2' 'QGLA1D2' 'QGLA1A3'
 'QGLA1B3' 'QGLA1D3']",216,9
177_1LT001,2054.8662,51.571365,5555.639,['177_1LT001'],216,1,"['G9Q3LA1' 'G9Q3LB1' 'G9Q3LC1' 'G9Q3LA2' 'G9Q3LB2' 'G9Q3LC2' 'G9Q3LA3'
 'G9Q3LB3' 'G9Q3LC3']",216,9
177_2LT001,2251.2222,50.729973,5323.86,['177_2LT001'],216,1,"['3G9VQA1' '3G9VQB1' '3G9VQD1' '3G9VQA2' '3G9VQB2' '3G9VQD2' '3G9VQA3'
 '3G9VQB3' '3G9VQD3']",216,9
178_0LT001,989.9802,49.185364,2525.8096,['178_0LT001'],96,1,['P1OQGB1' 'P1OQGD1' 'P1OQGB2' 'P1OQGD2'],96,4
178_1LT001,2059.9731,46.775883,5160.2554,['178_1LT001'],216,1,"['LQO1PA1' 'LQO1PB1' 'LQO1PD1' 'LQO1PA2' 'LQO1PB2' 'LQO1PD2' 'LQO1PA3'
 'LQO1PB3' 'LQO1PD3']",216,9
178_2LT001,2144.0828,51.747883,5385.5527,['178_2LT001'],216,1,"['GPV3QA1' 'GPV3QB1' 'GPV3QD1' 'GPV3QA2' 'GPV3QB2' 'GPV3QD2' 'GPV3QA3'
 'GPV3QB3' 'GPV3QD3']",216,9
179_0LT001,520.94464,51.27773,1229.9014,['179_0LT001'],48,1,['A3V1OB1' 'A3V1OB2'],48,2
179_1LT001,2098.2888,50.0177,5064.582,['179_1LT001'],216,1,"['O9PAGA1' 'O9PAGB1' 'O9PAGD1' 'O9PAGA2' 'O9PAGB2' 'O9PAGD2' 'O9PAGA3'
 'O9PAGB3' 'O9PAGD3']",216,9
179_2LT001,2052.8608,46.042213,5654.927,['179_2LT001'],216,1,"['LOV13A1' 'LOV13B1' 'LOV13D1' 'LOV13A2' 'LOV13B2' 'LOV13D2' 'LOV13A3'
 'LOV13B3' 'LOV13D3']",216,9
180_0LT001,478.01642,53.825764,1177.5848,['180_0LT001'],48,1,['ALGPVB1' 'ALGPVB2'],48,2
180_1LT001,484.7726,53.810764,1310.4188,['180_1LT001'],48,1,['9Q1A3B1' '9Q1A3B2'],48,2
181_0LT001,2203.195,49.15539,5860.6245,['181_0LT001'],216,1,"['GP3QVA1' 'GP3QVB1' 'GP3QVD1' 'GP3QVA2' 'GP3QVB2' 'GP3QVD2' 'GP3QVA3'
 'GP3QVB3' 'GP3QVD3']",216,9
181_1LT001,988.27264,47.182858,2524.2688,['181_1LT001'],96,1,['QGPAOB1' 'QGPAOD1' 'QGPAOB2' 'QGPAOD2'],96,4
182_0LT001,2208.7537,47.372158,5596.471,['182_0LT001'],216,1,"['3GLVOA1' '3GLVOB1' '3GLVOC1' '3GLVOA2' '3GLVOB2' '3GLVOC2' '3GLVOA3'
 '3GLVOB3' '3GLVOC3']",216,9
182_1LT001,444.94757,53.999847,1144.434,['182_1LT001'],48,1,['VL3AGB1' 'VL3AGB2'],48,2
182_2LT001,1501.6702,50.773346,3539.9402,['182_2LT001'],144,1,['9AOLPA1' '9AOLPB1' '9AOLPA2' '9AOLPB2' '9AOLPA3' '9AOLPB3'],144,6
182_3LT001,2105.207,49.24107,5138.8403,['182_3LT001'],216,1,"['9GPQLA1' '9GPQLB1' '9GPQLD1' '9GPQLA2' '9GPQLB2' '9GPQLD2' '9GPQLA3'
 '9GPQLB3' '9GPQLD3']",216,9
183_0LT001,544.0553,50.825382,1206.0936,['183_0LT001'],48,1,['139OVB1' '139OVB2'],48,2
183_1LT001,2109.4797,52.010696,5440.6514,['183_1LT001'],216,1,"['L1V9GA1' 'L1V9GB1' 'L1V9GD1' 'L1V9GA2' 'L1V9GB2' 'L1V9GD2' 'L1V9GA3'
 'L1V9GB3' 'L1V9GD3']",216,9
183_2LT001,477.27124,52.056683,1023.0889,['183_2LT001'],48,1,['V3GPQB1' 'V3GPQB2'],48,2
183_3LT001,2077.769,50.70363,5344.726,['183_3LT001'],216,1,"['PG31VA1' 'PG31VB1' 'PG31VD1' 'PG31VA2' 'PG31VB2' 'PG31VD2' 'PG31VA3'
 'PG31VB3' 'PG31VD3']",216,9
184_0LT001,2060.3918,47.48849,5439.7427,['184_0LT001'],216,1,"['9POG3A1' '9POG3B1' '9POG3C1' '9POG3A2' '9POG3B2' '9POG3C2' '9POG3A3'
 '9POG3B3' '9POG3C3']",216,9
184_1LT001,865.274,46.772137,2211.5603,['184_1LT001'],96,1,['GVPLOB1' 'GVPLOD1' 'GVPLOB2' 'GVPLOD2'],96,4
185_0LT001,2210.5308,52.888256,5194.796,['185_0LT001'],216,1,"['QA3V9A1' 'QA3V9B1' 'QA3V9D1' 'QA3V9A2' 'QA3V9B2' 'QA3V9D2' 'QA3V9A3'
 'QA3V9B3' 'QA3V9D3']",216,9
185_1LT001,2217.2632,48.285557,5443.2847,['185_1LT001'],216,1,"['P1O9LA1' 'P1O9LB1' 'P1O9LD1' 'P1O9LA2' 'P1O9LB2' 'P1O9LD2' 'P1O9LA3'
 'P1O9LB3' 'P1O9LD3']",216,9
185_2LT001,991.61584,50.171814,2417.7856,['185_2LT001'],96,1,['OP3AQB1' 'OP3AQD1' 'OP3AQB2' 'OP3AQD2'],96,4
185_3LT001,2439.3013,49.02037,6195.301,['185_3LT001'],240,1,"['3LQ9VB1' '3LQ9VD1' '3LQ9VB2' '3LQ9VD2' '3LQ9VB3' '3LQ9VD3' '3LQ9VB4'
 '3LQ9VD4' '3LQ9VB5' '3LQ9VD5']",240,10
186_0LT001,2048.648,51.184452,5339.394,['186_0LT001'],216,1,"['3O1QLA1' '3O1QLB1' '3O1QLD1' '3O1QLA2' '3O1QLB2' '3O1QLD2' '3O1QLA3'
 '3O1QLB3' '3O1QLD3']",216,9
186_1LT001,1026.0676,50.11796,2423.9844,['186_1LT001'],96,1,['9GVQ3B1' '9GVQ3D1' '9GVQ3B2' '9GVQ3D2'],96,4
186_2LT001,474.7682,53.106167,1179.6199,['186_2LT001'],48,1,['O1LVGB1' 'O1LVGB2'],48,2
186_3LT001,2211.0537,48.563354,5630.465,['186_3LT001'],216,1,"['VLGA9A1' 'VLGA9B1' 'VLGA9C1' 'VLGA9A2' 'VLGA9B2' 'VLGA9C2' 'VLGA9A3'
 'VLGA9B3' 'VLGA9C3']",216,9
187_0LT001,2154.4155,52.89413,5429.698,['187_0LT001'],216,1,"['O9P1VA1' 'O9P1VB1' 'O9P1VD1' 'O9P1VA2' 'O9P1VB2' 'O9P1VD2' 'O9P1VA3'
 'O9P1VB3' 'O9P1VD3']",216,9
187_1LT001,985.6411,55.881123,2401.6838,['187_1LT001'],96,1,['PA19LB1' 'PA19LD1' 'PA19LB2' 'PA19LD2'],96,4
188_0LT001,2195.3457,47.0814,5610.16,['188_0LT001'],216,1,"['LPGO3A1' 'LPGO3B1' 'LPGO3C1' 'LPGO3A2' 'LPGO3B2' 'LPGO3C2' 'LPGO3A3'
 'LPGO3B3' 'LPGO3C3']",216,9
188_1LT001,2146.451,47.494854,5496.8027,['188_1LT001'],216,1,"['L93PGA1' 'L93PGB1' 'L93PGC1' 'L93PGA2' 'L93PGB2' 'L93PGC2' 'L93PGA3'
 'L93PGB3' 'L93PGC3']",216,9
188_2LT001,2222.9658,50.492268,5663.1143,['188_2LT001'],216,1,"['9QGV1A1' '9QGV1B1' '9QGV1D1' '9QGV1A2' '9QGV1B2' '9QGV1D2' '9QGV1A3'
 '9QGV1B3' '9QGV1D3']",216,9
189_0LT001,880.73395,47.7111,2671.4722,['189_0LT001'],96,1,['L13QOB1' 'L13QOD1' 'L13QOB2' 'L13QOD2'],96,4
189_1LT001,515.0785,49.3085,1150.7904,['189_1LT001'],48,1,['3PVQAB1' '3PVQAB2'],48,2
189_2LT001,2330.3955,50.741753,5165.2793,['189_2LT001'],216,1,"['G9ALQA1' 'G9ALQB1' 'G9ALQC1' 'G9ALQA2' 'G9ALQB2' 'G9ALQC2' 'G9ALQA3'
 'G9ALQB3' 'G9ALQC3']",216,9
190_0LT001,924.63776,48.810333,2580.801,['190_0LT001'],96,1,['Q1PG9B1' 'Q1PG9D1' 'Q1PG9B2' 'Q1PG9D2'],96,4
190_1LT001,1479.2899,52.91945,3408.6917,['190_1LT001'],144,1,['P3V9GA1' 'P3V9GB1' 'P3V9GA2' 'P3V9GB2' 'P3V9GA3' 'P3V9GB3'],144,6
191_0LT001,979.6315,51.985962,2270.922,['191_0LT001'],96,1,['31VGOB1' '31VGOD1' '31VGOB2' '31VGOD2'],96,4
191_1LT001,2253.3074,48.193073,5403.709,['191_1LT001'],216,1,"['AL19VA1' 'AL19VB1' 'AL19VD1' 'AL19VA2' 'AL19VB2' 'AL19VD2' 'AL19VA3'
 'AL19VB3' 'AL19VD3']",216,9
192_0LT001,923.42206,52.26669,2414.217,['192_0LT001'],96,1,['L3A1GB1' 'L3A1GD1' 'L3A1GB2' 'L3A1GD2'],96,4
192_1LT001,2160.0664,51.09228,5210.6255,['192_1LT001'],216,1,"['3LPOAA1' '3LPOAB1' '3LPOAC1' '3LPOAA2' '3LPOAB2' '3LPOAC2' '3LPOAA3'
 '3LPOAB3' '3LPOAC3']",216,9
192_2LT001,2225.6128,52.376324,4881.684,['192_2LT001'],216,1,"['A19OGA1' 'A19OGB1' 'A19OGC1' 'A19OGA2' 'A19OGB2' 'A19OGC2' 'A19OGA3'
 'A19OGB3' 'A19OGC3']",216,9
193_0LT001,531.2927,44.409534,1247.7236,['193_0LT001'],48,1,['19OPGB1' '19OPGB2'],48,2
193_1LT001,2247.5671,50.22601,5046.2344,['193_1LT001'],216,1,"['LVOP3A1' 'LVOP3B1' 'LVOP3D1' 'LVOP3A2' 'LVOP3B2' 'LVOP3D2' 'LVOP3A3'
 'LVOP3B3' 'LVOP3D3']",216,9
193_2LT001,2225.2632,51.512207,5326.7485,['193_2LT001'],216,1,"['V3QPGA1' 'V3QPGB1' 'V3QPGC1' 'V3QPGA2' 'V3QPGB2' 'V3QPGC2' 'V3QPGA3'
 'V3QPGB3' 'V3QPGC3']",216,9
193_3LT001,887.5668,44.81517,2405.0093,['193_3LT001'],96,1,['LO1AVB1' 'LO1AVD1' 'LO1AVB2' 'LO1AVD2'],96,4
194_0LT001,462.68982,49.895397,1121.7649,['194_0LT001'],48,1,['G9LQAB1' 'G9LQAB2'],48,2
194_1LT001,484.52905,52.348026,1103.2301,['194_1LT001'],48,1,['A9L1GB1' 'A9L1GB2'],48,2
194_2LT001,490.8243,47.008728,1180.6747,['194_2LT001'],48,1,['G3PVQB1' 'G3PVQB2'],48,2
194_3LT001,1026.2148,49.67894,2446.9136,['194_3LT001'],96,1,['31OPGB1' '31OPGD1' '31OPGB2' '31OPGD2'],96,4
194_4LT001,2267.6528,46.815056,5462.1216,['194_4LT001'],216,1,"['3GAQOA1' '3GAQOB1' '3GAQOC1' '3GAQOA2' '3GAQOB2' '3GAQOC2' '3GAQOA3'
 '3GAQOB3' '3GAQOC3']",216,9
195_0LT001,2155.49,49.58151,5779.318,['195_0LT001'],216,1,"['GLV9AA1' 'GLV9AB1' 'GLV9AD1' 'GLV9AA2' 'GLV9AB2' 'GLV9AD2' 'GLV9AA3'
 'GLV9AB3' 'GLV9AD3']",216,9
195_1LT001,820.4811,52.150635,2391.803,['195_1LT001'],96,1,['19LG3B1' '19LG3D1' '19LG3B2' '19LG3D2'],96,4
195_2LT001,2556.0144,51.78096,6081.15,['195_2LT001'],240,1,"['V39OAB1' 'V39OAD1' 'V39OAB2' 'V39OAD2' 'V39OAB3' 'V39OAD3' 'V39OAB4'
 'V39OAD4' 'V39OAB5' 'V39OAD5']",240,10
196_0LT001,2355.1401,47.354755,5604.322,['196_0LT001'],216,1,"['G39PAA1' 'G39PAB1' 'G39PAC1' 'G39PAA2' 'G39PAB2' 'G39PAC2' 'G39PAA3'
 'G39PAB3' 'G39PAC3']",216,9
196_1LT001,2345.0369,52.777077,5325.085,['196_1LT001'],216,1,"['GPOAVA1' 'GPOAVB1' 'GPOAVC1' 'GPOAVA2' 'GPOAVB2' 'GPOAVC2' 'GPOAVA3'
 'GPOAVB3' 'GPOAVC3']",216,9
196_2LT001,1400.8688,48.86367,3617.187,['196_2LT001'],144,1,['OG31VA1' 'OG31VB1' 'OG31VA2' 'OG31VB2' 'OG31VA3' 'OG31VB3'],144,6
196_3LT001,2183.4417,47.09852,5252.762,['196_3LT001'],216,1,"['1OLQGA1' '1OLQGB1' '1OLQGD1' '1OLQGA2' '1OLQGB2' '1OLQGD2' '1OLQGA3'
 '1OLQGB3' '1OLQGD3']",216,9
197_0LT001,1382.8525,49.25877,3617.0928,['197_0LT001'],144,1,['VPAL1A1' 'VPAL1B1' 'VPAL1A2' 'VPAL1B2' 'VPAL1A3' 'VPAL1B3'],144,6
197_1LT001,2471.038,51.178894,5872.9185,['197_1LT001'],240,1,"['9LPVQB1' '9LPVQD1' '9LPVQB2' '9LPVQD2' '9LPVQB3' '9LPVQD3' '9LPVQB4'
 '9LPVQD4' '9LPVQB5' '9LPVQD5']",240,10
197_2LT001,1373.7128,52.512836,3672.5698,['197_2LT001'],144,1,['QP31LA1' 'QP31LB1' 'QP31LA2' 'QP31LB2' 'QP31LA3' 'QP31LB3'],144,6
198_0LT001,2155.489,48.980827,5162.3364,['198_0LT001'],216,1,"['1LGVPA1' '1LGVPB1' '1LGVPD1' '1LGVPA2' '1LGVPB2' '1LGVPD2' '1LGVPA3'
 '1LGVPB3' '1LGVPD3']",216,9
198_1LT001,2079.8806,52.73672,5100.8525,['198_1LT001'],216,1,"['O93AQA1' 'O93AQB1' 'O93AQC1' 'O93AQA2' 'O93AQB2' 'O93AQC2' 'O93AQA3'
 'O93AQB3' 'O93AQC3']",216,9
199_0LT001,1490.5557,54.79509,3803.2722,['199_0LT001'],144,1,['ALOPGA1' 'ALOPGB1' 'ALOPGA2' 'ALOPGB2' 'ALOPGA3' 'ALOPGB3'],144,6
199_1LT001,2262.9165,51.73183,5510.9375,['199_1LT001'],216,1,"['LA19OA1' 'LA19OB1' 'LA19OD1' 'LA19OA2' 'LA19OB2' 'LA19OD2' 'LA19OA3'
 'LA19OB3' 'LA19OD3']",216,9
199_2LT001,537.5478,49.787308,1253.7649,['199_2LT001'],48,1,['LQVPAB1' 'LQVPAB2'],48,2
200_0LT001,2198.2327,49.13889,5359.749,['200_0LT001'],216,1,"['3VOLAA1' '3VOLAB1' '3VOLAD1' '3VOLAA2' '3VOLAB2' '3VOLAD2' '3VOLAA3'
 '3VOLAB3' '3VOLAD3']",216,9
200_1LT001,2038.9862,48.800205,5800.31,['200_1LT001'],216,1,"['AL3VOA1' 'AL3VOB1' 'AL3VOD1' 'AL3VOA2' 'AL3VOB2' 'AL3VOD2' 'AL3VOA3'
 'AL3VOB3' 'AL3VOD3']",216,9
200_2LT001,2143.8777,49.818283,5141.619,['200_2LT001'],216,1,"['P1L3AA1' 'P1L3AB1' 'P1L3AC1' 'P1L3AA2' 'P1L3AB2' 'P1L3AC2' 'P1L3AA3'
 'P1L3AB3' 'P1L3AC3']",216,9
200_3LT001,979.341,48.29311,2374.1738,['200_3LT001'],96,1,['PO13GB1' 'PO13GD1' 'PO13GB2' 'PO13GD2'],96,4
201_0LT001,2212.444,50.734684,5913.3657,['201_0LT001'],216,1,"['P31OGA1' 'P31OGB1' 'P31OGD1' 'P31OGA2' 'P31OGB2' 'P31OGD2' 'P31OGA3'
 'P31OGB3' 'P31OGD3']",216,9
201_1LT001,524.8216,40.911488,1327.7183,['201_1LT001'],48,1,['93LOVB1' '93LOVB2'],48,2
